,respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,twitter_users,insta_users,facebook_users,snap_users,youtube_users,web1f,web1g,web1h,web1i,twitter_time,insta_time,facebok_time,snap_time,youtube_time,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
102,139,1,1,190110,1,4,53,2,53061,U,,1,1,1,2,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,1,1,2,4,1,1,2,63,1,5,3,2,1,,,,1,,5,1,,2,2,1,,,0.5326139,
103,142,1,1,190110,1,4,6,2,6061,S,,2,1,1,1,1,1,2,,1,1,2,,,,,,,,,,,1,1,1,2,1,1,1,2,2,1,1,4,,4,2,1,2,97,1,2,1,38,6,8,1,2,1,,,,1,,9,3,2,1,,1,,,0.6578985,
104,143,1,1,190120,1,4,53,1,53075,R,,2,2,2,,2,2,,,2,,,2,2,1,1,,2,1,8,,8,2,8,2,2,2,8,8,2,2,,,,,,2,2,2,1,2,2,2,68,1,4,4,2,3,,,,3,,1,3,8,2,2,1,,,1.4328816,
105,148,1,1,190110,1,4,53,1,53009,R,,2,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,2,,5,1,1,2,4,1,2,1,68,1,8,3,2,1,,,,1,,99,9,9,2,2,1,,,0.3474053,
106,149,1,1,190110,1,4,53,3,53011,S,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,4,1,,2,1,1,2,3,1,2,2,66,1,3,3,2,1,,,,1,,6,2,,3,3,1,,,0.9109471,
107,150,1,1,190110,1,4,53,3,53011,S,,1,1,1,3,2,1,2,,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,0,,,,38,1,4,1,2,1,,,,1,,4,5,1,5,3,2,2,,2.2433447,
108,151,1,1,190110,1,4,6,5,6037,S,,1,2,2,,2,1,8,,1,2,,8,8,1,1,,2,8,2,,8,2,2,2,2,2,2,2,2,2,,,,,,2,2,1,0,,,,58,6,3,6,2,1,,,,1,,98,2,,2,2,1,,,0.9874099,
109,152,1,1,190110,1,4,6,4,6013,U,,2,1,1,2,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,4,2,1,2,98,1,1,2,83,5,6,3,2,9,,,,9,,6,3,2,1,,1,,,0.3474053,
110,153,1,1,190111,1,1,34,5,34039,S,,1,2,2,,2,2,,,1,2,,2,2,8,2,,8,8,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,91,5,1,3,2,2,,,,2,,98,4,1,1,,1,,,1.2246922,
111,156,1,1,190111,1,3,45,3,45045,S,,2,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,1,1,1,2,1,2,1,2,2,5,5,2,,4,1,1,2,8,1,2,1,73,1,4,3,2,1,,,,1,,9,1,,2,2,1,,,0.7479779,
112,157,1,1,190111,1,1,25,4,25005,S,,2,1,1,1,1,1,2,,1,1,3,,,,,,,,,,,1,1,1,1,1,2,2,1,2,3,2,1,2,5,1,1,2,20,1,1,2,60,1,6,1,2,1,,,,1,,9,2,,2,2,1,,,0.5345773,
113,159,1,1,190111,1,3,12,3,12099,S,,2,2,2,,2,2,,,1,1,1,2,2,8,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,79,5,2,3,2,2,,,,2,,2,2,,2,2,1,,,1.0938134,
114,161,1,1,190111,1,1,42,1,42015,R,,1,1,1,3,2,1,2,,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,2,1,2,2,70,1,3,2,2,1,,,,1,,6,3,2,2,2,1,,,0.9829467,
115,165,1,1,190111,1,3,54,1,54077,S,,2,2,2,,2,2,,,2,,,2,2,2,2,,2,2,1,to old and dont need it,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,82,5,3,8,2,1,,,,1,,99,1,,1,,2,,,1.3797966,
116,167,1,1,190111,1,1,42,3,42129,S,,2,1,1,3,1,1,2,,2,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,2,,,1,1,2,10,1,2,2,99,1,5,1,2,1,,,,1,,99,9,9,3,3,2,2,,2.2433447,
117,168,1,1,190111,1,1,50,1,50021,R,,1,1,1,2,2,1,2,,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,12,1,2,2,67,1,3,1,2,1,,,,1,,5,3,8,2,2,1,,,0.9829467,
118,169,1,1,190111,1,3,24,4,24003,S,,2,1,2,4,2,2,,,1,2,,1,2,2,1,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,24,1,2,2,99,6,7,3,2,9,,,,9,,99,2,,2,2,1,,,0.4405172,
119,170,1,1,190111,1,3,37,2,37191,S,,2,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,3,,3,1,1,2,4,1,1,2,52,1,7,1,2,2,,,,2,,8,2,,2,2,1,,,0.8719206,
120,171,1,1,190111,1,1,34,5,34023,S,,1,1,1,1,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,1,1,2,2,1,,,2,,1,2,1,1,5,2,2,1,35,6,7,1,2,3,,,,3,,7,2,,2,2,1,,,1.0772092,
121,172,1,1,190111,1,1,23,2,23005,S,,1,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,2,1,2,2,2,1,2,2,2,,1,,,,1,1,2,50,1,1,2,99,1,7,3,2,1,,,,1,,8,2,,2,2,1,,,0.4206466,
122,174,1,1,190111,1,3,51,4,51520,U,,2,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,3,,2,1,1,2,16,1,1,1,43,6,2,4,2,1,,,,1,,1,2,,3,1,1,,,1.5058629,
123,175,1,1,190111,1,3,54,1,54085,R,,1,1,1,3,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,4,,3,1,1,2,0,,,,58,6,6,4,2,1,,,,1,,3,1,,2,2,1,,,0.3474053,
124,176,1,1,190111,1,3,37,4,37063,U,,1,1,1,1,2,1,2,,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,2,1,2,5,1,2,2,52,1,6,1,2,1,,,,1,,9,1,,2,2,1,,,0.4840983,
125,177,1,1,190111,1,2,27,3,27163,S,,1,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,1,2,2,2,1,2,2,2,2,3,,,,2,1,1,2,8,1,2,2,65,1,6,3,2,1,,,,1,,7,2,,4,4,1,,,0.4542954,
126,178,1,1,190111,1,2,27,1,27035,R,,1,1,1,2,2,1,2,,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,20,1,2,2,70,1,8,3,2,1,,,,1,,7,3,9,2,2,1,,,0.373446,
127,179,1,1,190118,1,3,22,2,22015,U,,2,2,1,2,1,1,3,,1,1,3,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,2,,1,1,1,1,2,1,2,2,30,6,5,4,2,2,,,,2,,2,2,,3,1,2,2,,2.2433447,
128,180,1,1,190111,1,2,55,1,55141,R,,1,1,1,2,2,1,2,,1,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,2,1,2,0,,,,50,1,4,1,2,1,,,,1,,7,4,2,3,3,1,,,0.9802468,
129,183,1,1,190111,1,3,48,3,48397,S,,2,1,1,3,1,1,2,,1,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,3,2,1,2,20,1,2,2,78,3,4,3,2,1,,,,1,,99,1,,1,,1,,,0.5475246,
130,184,1,1,190111,1,2,29,2,29019,U,,2,1,1,2,1,1,1,1,1,2,,8,2,8,2,,1,8,2,,,2,2,1,2,2,2,2,2,2,,,2,,,1,1,2,10,1,1,2,99,1,5,1,2,1,,,,1,,7,3,1,2,2,1,,,0.7478915,
131,185,1,1,190111,1,2,20,1,20067,R,,2,1,1,1,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,1,1,2,1,2,2,,,1,1,3,2,1,1,5,1,2,1,30,6,5,1,2,1,,,,1,,99,1,,2,2,1,,,2.2433447,
132,187,1,1,190111,1,2,19,1,19027,R,,2,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,3,2,,,1,1,2,96,1,2,2,79,1,3,3,2,1,,,,1,,4,3,8,2,2,1,,,0.8990387,
133,188,1,1,190111,1,2,31,1,31161,R,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,2,1,1,1,8,1,1,2,38,1,6,1,2,1,,,,1,,6,1,,4,2,1,,,0.9661302,
134,189,1,1,190111,1,4,56,1,56005,R,,2,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,1,,,1,2,1,0,,,,74,5,3,3,2,1,,,,1,,5,1,,1,,1,,,0.5481477,
135,194,1,1,190111,1,4,53,3,53011,S,,2,1,2,1,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,3,,3,2,1,2,50,1,2,2,83,3,8,1,2,1,,,,1,,7,3,2,3,3,1,,,0.4216818,
136,195,1,1,190115,1,4,6,1,6079,U,,2,2,2,,2,2,,,2,,,8,2,1,1,,8,2,2,,8,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,1,2,2,86,5,6,4,2,1,,,,1,,3,1,,1,,2,,,0.5086793,
137,197,1,1,190111,1,4,6,5,6037,S,,2,1,2,2,2,1,2,,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,2,1,2,25,1,2,2,78,5,7,3,2,1,,,,1,,99,2,,1,,1,,,0.3608269,
138,198,1,1,190111,1,4,6,5,6001,U,,1,1,1,3,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,12,1,2,2,82,1,3,3,2,2,,,,2,,7,2,,2,2,1,,,2.2433447,
139,199,1,1,190112,1,2,39,3,39049,S,,2,1,1,1,1,1,2,,1,1,1,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,1,,3,1,1,2,20,1,2,1,65,1,6,3,2,1,,,,1,,9,2,,2,2,1,,,0.4444852,
140,200,1,1,190112,1,3,12,2,12097,S,,1,1,1,1,2,1,2,,1,1,3,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,2,1,1,40,1,2,1,35,1,5,1,1,1,2,7,,4,1,7,4,1,6,2,1,,,1.0587898,
141,201,1,1,190112,1,3,13,4,13135,S,,2,1,2,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,2,,,1,1,2,0,,,,85,3,4,3,2,1,,,,1,,2,1,,1,,1,,,0.5188504,
142,202,1,1,190112,1,3,21,1,21069,R,,2,1,2,3,1,1,2,,1,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,2,,,2,1,2,50,1,1,2,71,1,3,6,2,1,,,,1,,98,9,9,2,2,1,,,0.9402547,
143,203,1,1,190112,1,4,6,5,6037,S,,1,1,1,1,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,0,,,,47,1,7,1,2,3,,,,3,,3,8,8,3,2,1,,,1.4233545,
144,204,1,1,190112,1,3,12,3,12033,S,,1,2,1,2,1,1,2,,1,1,1,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,3,,,2,2,2,0,,,,69,3,2,3,2,2,,,,2,,1,2,,3,3,1,,,1.3506183,
145,205,1,1,190112,1,2,17,2,17143,S,,2,2,2,,2,2,,,1,2,,2,2,2,2,,1,2,1,just not interested,4,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,25,1,2,2,83,3,4,3,2,1,,,,1,,3,9,2,1,,1,,,0.5474614,
146,206,1,1,190112,1,2,29,2,29071,S,,1,2,2,,2,2,,,2,,,2,2,2,1,,2,2,1,had a computer that was stolen,6,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,78,5,1,3,2,1,,,,1,,2,4,9,1,,2,,,1.5974162,
147,207,1,1,190112,1,2,17,1,17175,S,,1,2,2,,2,2,,,1,2,,2,2,1,1,,1,2,2,,4,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,12,1,2,2,72,3,5,3,2,1,,,,1,,99,3,8,1,,2,,,0.9822783,
148,208,1,1,190112,1,4,30,1,30031,R,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,4,,3,1,1,2,52,1,1,2,65,1,7,1,2,1,,,,1,,6,2,,2,2,1,,,0.3474053,
149,209,1,1,190112,1,3,47,1,6013,S,,2,1,2,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,1,,,2,1,2,2,2,2,1,66,1,3,3,2,1,,,,1,,1,1,,2,2,1,,,0.9402547,
150,210,1,1,190112,1,1,25,4,25009,S,,1,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,1,1,1,2,1,1,1,1,2,2,3,2,,3,1,1,2,24,1,1,2,65,1,7,1,2,1,,,,1,,9,2,,3,3,1,,,0.4341725,
151,211,1,1,190112,1,1,25,3,25023,S,,2,1,1,1,1,1,2,,1,1,1,,,,,,,,,,,1,1,1,2,2,2,2,1,2,2,3,2,,,1,1,2,24,1,2,1,71,1,6,1,2,1,,,,1,,9,1,,2,2,1,,,0.4482732,
152,214,1,1,190113,1,3,12,3,12115,S,,2,1,1,4,2,1,2,,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,2,1,40,1,2,2,79,5,3,3,2,1,,,,1,,6,2,,2,2,1,,,1.0042287,
153,215,1,1,190113,1,1,9,3,9007,S,,2,1,1,3,2,2,,,1,1,1,1,8,1,2,1,1,2,2,,4,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,36,1,2,2,99,1,8,3,2,1,,,,1,,7,2,,2,2,1,,,0.4482732,
154,216,1,1,190113,1,1,9,4,9003,U,,2,1,1,2,2,1,2,,1,1,1,,,,,,,,,,,2,2,2,2,2,1,2,2,2,,,,,,1,1,2,20,1,1,2,64,1,8,3,2,1,,,,1,,99,1,,2,2,1,,,0.5345773,
155,217,1,1,190113,1,2,26,1,26133,R,,2,1,1,3,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,1,,,1,1,2,2,1,2,2,71,1,6,3,2,1,,,,1,,2,9,9,2,2,1,,,0.4161694,
156,218,1,1,190113,1,1,23,1,23009,R,,2,1,1,1,1,1,2,,2,,,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,5,1,1,1,2,1,2,2,55,1,5,4,2,1,,,,1,,98,1,,2,2,2,1,,2.2433447,
157,219,1,1,190113,1,3,37,1,37121,R,,1,2,2,,2,2,,,1,2,,2,2,2,2,,1,8,1,"b/c you like to spend time outdoors, and I read the newspaper, watch the news.",6,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,12,1,2,8,82,5,7,3,2,1,,,,1,,3,1,,1,,1,,,0.3474053,
158,221,1,1,190113,1,2,19,2,19103,S,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,1,,,1,1,2,20,1,1,2,69,3,3,3,2,1,,,,1,,3,3,2,1,,1,,,0.7350169,
159,225,1,1,190113,1,4,53,3,53053,S,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,2,,2,1,1,2,45,1,2,1,60,1,8,1,2,1,,,,1,,9,3,1,3,2,1,,,0.4658979,
160,227,1,1,190113,1,4,6,5,6059,S,,2,2,2,,2,2,,,2,,,2,2,2,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,96,1,1,2,99,9,99,99,9,9,,,,9,,99,9,9,9,9,9,9,,0.4929286,
161,228,1,1,190114,1,1,36,2,36007,S,,2,2,2,,2,2,,,1,2,,2,2,2,1,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,4,1,2,2,84,1,4,3,2,1,,,,1,,5,3,2,2,2,1,,,0.7542652,
162,229,1,1,190114,1,1,33,2,33017,S,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,1,1,1,2,1,2,1,1,2,3,4,3,,2,1,1,2,50,1,2,1,65,1,5,1,2,1,,,,1,,9,2,,2,2,1,,,0.7542652,
163,230,1,1,190114,1,3,12,2,12109,S,,2,1,9,3,2,1,2,,1,2,,,,,,,,,,,,2,1,2,2,2,8,2,1,2,,3,,,,1,1,2,97,1,2,1,81,5,6,3,2,1,,,,1,,98,3,8,1,,1,,,0.3558412,
164,231,1,1,190114,1,1,34,4,34023,S,,1,1,1,1,1,2,,,1,1,2,2,2,1,2,1,1,1,2,,1,2,2,1,2,1,2,2,1,2,,,2,,1,1,1,1,0,,,,29,6,6,1,2,1,,,,1,,6,4,1,1,,1,,,0.573269,
165,232,1,1,190114,1,3,12,3,12081,S,,2,1,1,2,2,1,8,,1,2,,8,2,2,2,,2,8,2,,,2,2,2,2,2,2,2,2,2,,,,,,1,2,2,0,,,,99,5,6,3,2,1,,,,1,,4,9,9,1,,1,,,0.3474053,
166,234,1,1,190114,1,1,25,4,25005,S,,1,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,1,2,1,2,1,2,1,2,2,5,,2,,5,1,2,2,3,1,2,1,56,6,6,2,2,1,,,,1,,6,3,1,2,2,1,,,0.3474053,
167,235,1,1,190114,1,3,37,1,37193,R,,1,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,,2,3,4,2,1,1,15,1,2,2,50,1,5,1,2,1,,,,1,,6,1,,5,4,1,,,1.0251858,
168,236,1,1,190114,1,3,21,4,21111,U,,2,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,3,,3,1,1,2,40,1,2,2,65,1,6,1,2,2,,,,2,,9,2,,2,2,1,,,0.4499275,
169,237,1,1,190114,1,3,12,2,12095,S,,2,1,1,2,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,11,1,2,2,56,1,5,1,2,1,,,,1,,8,3,1,2,2,1,,,0.9843169,
170,238,1,1,190114,1,2,29,1,29105,R,,2,1,1,3,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,3,,4,1,1,2,5,1,2,2,49,1,6,1,2,1,,,,1,,8,1,,4,3,1,,,0.7632464,
171,239,1,1,190114,1,3,48,4,48029,U,,2,1,1,2,1,1,2,,1,2,,,,,,,,,,,,2,1,1,2,1,2,1,1,2,,5,1,,4,1,1,2,20,1,2,1,72,1,5,3,2,1,,,,1,,7,2,,2,2,1,,,0.7088058,
172,240,1,1,190114,1,2,20,2,20161,U,,2,1,2,4,1,1,2,,1,2,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,3,,,1,1,2,15,1,2,2,70,5,8,2,2,1,,,,1,,4,1,,1,,1,,,0.3474053,
173,241,1,1,190114,1,3,1,2,1117,U,,1,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,1,1,1,2,1,2,2,2,2,1,5,2,,3,1,1,2,15,1,2,1,80,1,6,3,2,8,,,,9,,99,3,2,2,2,1,,,0.4362134,
174,242,1,1,190114,1,3,48,1,48053,R,,1,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,2,,5,1,1,2,20,2,1,2,62,1,7,1,2,1,,,,1,,6,3,2,2,2,1,,,0.3474053,
175,243,1,1,190114,1,3,48,1,48043,R,,2,1,2,2,1,1,1,1,2,,,1,2,2,2,,2,2,2,,,1,2,1,2,2,2,2,2,2,3,,2,,,2,1,2,97,1,2,2,74,5,4,3,2,1,,,,1,,1,3,1,1,,2,,,1.0277115,
176,245,1,1,190114,1,3,40,1,40061,R,,2,1,1,1,1,1,2,,1,1,1,,,,,,,,,,,2,1,1,1,1,2,1,2,2,,3,2,1,3,2,2,2,30,1,2,2,49,1,4,1,2,1,,,,1,,3,3,1,4,4,1,,,1.3484359,
177,246,1,1,190114,1,4,15,1,15001,R,,1,2,2,,2,2,,,2,,,2,2,2,2,,1,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,16,1,2,2,62,9,6,6,9,9,,,,9,,99,9,9,9,9,2,2,,0.7808559,
178,247,1,1,190114,1,4,53,2,53061,S,,1,1,1,2,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,3,2,1,2,2,1,2,2,70,1,6,3,2,1,,,,1,,99,2,,2,2,1,,,0.3474053,
179,248,1,1,190114,1,4,32,1,32007,R,,1,2,2,,2,1,1,1,1,2,,1,2,2,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,10,1,2,2,80,1,4,3,2,1,,,,1,,4,3,8,2,2,1,,,0.5575313,
180,249,1,1,190114,1,4,53,4,53033,S,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,1,1,2,1,8,1,1,2,,3,1,,4,1,1,2,30,1,2,1,77,3,7,5,2,1,,,,1,,7,2,,2,2,1,,,0.3508327,
181,251,1,1,190115,1,3,12,2,12083,S,,2,1,1,4,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,1,1,1,60,1,1,2,83,1,6,5,2,1,,,,1,,99,1,,2,2,1,,,0.4861176,
182,252,1,1,190115,1,3,24,3,24013,S,,2,1,1,2,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,2,,3,1,1,1,35,1,2,1,78,1,5,3,2,1,,,,1,,8,1,,7,3,1,,,0.8519461,
183,253,1,1,190115,1,3,51,5,51710,U,,1,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,1,2,1,2,1,2,2,1,2,3,,2,,3,1,1,2,2,1,2,2,62,1,8,1,2,1,,,,1,,9,1,,2,2,1,,,0.4750547,
184,254,1,1,190115,1,2,26,3,26049,S,,1,2,2,,2,2,,,2,,,2,2,2,2,,2,8,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,6,1,2,2,66,1,3,3,2,1,,,,1,,8,3,1,2,1,2,1,,1.4215415,
185,259,1,1,190115,1,1,9,4,9009,S,,2,2,1,2,2,1,8,,1,8,,2,2,1,1,,1,8,2,,1,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,80,1,2,2,79,4,8,3,2,1,,,,1,,7,2,,1,,1,,,0.3474053,
186,260,1,1,190115,1,1,34,5,34023,S,,2,1,1,1,1,1,2,,1,1,2,,,,,,,,,,,2,1,1,2,1,1,1,2,2,,1,1,,2,1,2,1,0,,,,33,1,7,1,1,7,,,,5,3,8,2,,4,2,1,,,0.7064642,
187,261,1,1,190115,1,1,23,2,23011,R,,2,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,2,,,1,1,1,36,1,1,1,52,1,3,1,2,1,,,,1,,4,3,2,3,3,1,,,1.7294045,
188,262,1,1,190115,1,1,36,5,36047,U,,2,1,1,1,1,1,2,,2,,,,,,,,,,,,,2,1,1,1,1,2,1,2,2,,1,2,1,2,1,1,2,3,1,2,2,18,6,3,4,2,2,,,,2,,5,3,2,5,3,1,,,2.1923254,
189,263,1,1,190115,1,1,42,1,42005,S,,1,2,1,5,2,1,8,,1,2,,8,9,1,2,,2,8,2,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,0,,,,71,6,3,3,2,1,,,,1,,99,3,8,1,,1,,,0.7195232,
190,264,1,1,190115,1,3,51,1,51105,R,,2,2,2,,2,2,,,1,2,,2,2,1,1,,2,2,2,,8,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,72,1,4,3,2,1,,,,1,,99,3,8,2,2,2,2,,2.0554233,
191,265,1,1,190115,1,2,26,2,26115,S,,1,1,1,1,2,1,2,,1,2,,,,,,,,,,,,2,2,2,2,1,2,2,1,2,,,,,3,1,1,2,98,1,8,1,39,1,7,1,2,1,,,,1,,99,4,1,5,2,1,,,0.6295366,
192,266,1,1,190115,1,1,42,4,42003,S,,2,1,1,5,1,1,2,,2,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,1,,,1,1,2,0,,,,82,3,3,3,2,1,,,,1,,2,2,,3,3,2,1,,2.2433447,
193,268,1,1,190115,1,3,51,2,51800,S,,1,1,1,2,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,,,2,2,2,2,1,2,2,2,2,,,,,3,2,1,2,0,,,,67,1,5,3,2,1,,,,1,,5,3,8,2,2,1,,,0.7818729,
194,271,1,1,190115,1,3,51,1,51097,R,,2,1,1,3,1,1,2,,1,1,1,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,4,3,,5,1,2,1,50,1,2,1,70,2,8,3,2,2,,,,2,,9,3,2,3,3,1,,,0.5063378,
195,272,1,1,190115,1,3,37,2,37107,R,,1,1,1,2,2,1,2,,1,1,1,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,,3,5,3,2,1,1,4,1,2,2,61,1,4,3,2,1,,,,1,,8,2,,3,3,1,,,0.7617258,
196,273,1,1,190115,1,2,26,3,26081,S,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,1,1,1,2,1,2,1,1,2,2,2,2,,3,1,1,1,15,1,1,2,54,6,6,1,2,1,,,,1,,5,2,,2,2,1,,,0.7156958,
197,274,1,1,190115,1,2,27,1,27137,S,,1,2,2,,2,1,8,,1,2,,8,2,1,1,,1,8,2,,8,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,99,1,5,3,2,9,,,,9,,5,3,9,2,2,1,,,0.6693681,
198,275,1,1,190115,1,2,17,5,17043,S,,1,1,1,1,1,1,2,,1,1,3,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,3,,4,1,1,2,99,,,,71,1,6,3,2,1,,,,1,,9,3,2,2,2,1,,,0.5310524,
199,277,1,1,190115,1,4,6,5,6037,S,,1,1,1,2,2,1,2,,1,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,1,1,1,4,1,2,2,35,1,5,4,2,1,,,,1,,5,2,,5,4,1,,,1.4309526,
200,278,1,1,190115,1,4,41,1,41019,R,,2,1,2,2,1,1,2,,1,2,,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,4,2,1,2,4,1,2,2,79,3,5,3,2,1,,,,1,,99,1,,1,,1,,,0.4082759,
201,279,1,1,190115,1,4,6,1,6089,S,,2,1,1,2,1,1,2,,1,1,1,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,5,,2,1,1,2,2,1,1,2,60,1,5,3,2,1,,,,1,,5,1,,2,2,1,,,0.7018884,
202,280,1,1,190115,1,4,4,3,4013,S,,2,2,2,,2,2,,,1,2,,1,2,1,2,,2,2,1,health issues,6,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,5,1,2,2,80,5,4,3,2,1,,,,1,,4,1,,1,,2,,,0.8741692,
203,281,1,1,190115,1,4,4,2,4019,S,,2,1,1,2,1,1,2,,1,1,2,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,2,,,1,1,2,4,2,2,1,76,3,6,3,2,1,,,,1,,3,1,,1,,1,,,0.3474053,
